"gene","pathway","cor","pvalue","p_adj"
"NDUFA1","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.688729816273303,1.6040063433068e-101,5.3798800051282e-97
"SORCS1","Axon_ensheathment_in_central_nervous_system",0.688701520537707,1.64697560866853e-101,5.5014531267803e-97
"CHCHD1","Mitochondrial_respirasome_assembly",0.688639087493652,1.74588207888528e-101,5.80812740009485e-97
"ALDH1L1","Adiponectin_activated_signaling_pathway",0.688550082121029,1.89719233179476e-101,6.28594738249e-97
"PEX19","Adiponectin_activated_signaling_pathway",0.68845212434613,2.07885122586981e-101,6.86006235223952e-97
"GHR","Glucose_import_in_response_to_insulin_stimulus",0.688246975695021,2.51732583844322e-101,8.27363619670586e-97
"SUCLG1","Glucose_import_in_response_to_insulin_stimulus",0.68796891194405,3.26201975758736e-101,1.0678319537055e-96
"MYH14","Glucose_import_in_response_to_insulin_stimulus",0.687959133798236,3.29186495542936e-101,1.0733086342178e-96
"MRPS36","Mitochondrial_respirasome_assembly",0.687828846341154,3.71646880955551e-101,1.20694168076828e-96
"CHCHD10","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.687744235458041,4.02098427957563e-101,1.30067318860862e-96
"RNF157","Neutral_lipid_metabolic_process",0.68756744157499,4.73979018418994e-101,1.5271501340208e-96
"ITPK1","Neutral_lipid_metabolic_process",0.687468713856995,5.19545954985819e-101,1.66740124512228e-96
"EIF4EBP1","Adiponectin_activated_signaling_pathway",0.687462205288613,5.22698766131599e-101,1.67096688661599e-96
"POU3F1","Axon_ensheathment_in_central_nervous_system",0.687440069628331,5.33564731791294e-101,1.6990663000591e-96
"TNIP1","Neutral_lipid_metabolic_process",0.687392827072229,5.57513171814858e-101,1.76844582687121e-96
"SH3KBP1","Neutral_lipid_metabolic_process",0.6873441239178,5.83322669188722e-101,1.84317013249938e-96
"RXRA","Adiponectin_activated_signaling_pathway",0.687308952831092,6.0269754140121e-101,1.89706584875298e-96
"FAM89A","Neutral_lipid_metabolic_process",0.687281593235109,6.18211195228719e-101,1.93844146926922e-96
"ATP5PD","Mitochondrial_respirasome_assembly",0.687224656606261,6.51782050507411e-101,2.03590467156253e-96
"CIDEC","Neutral_lipid_metabolic_process",0.686959501334967,8.33649887899428e-101,2.59408547294241e-96
"EXTL1","Axon_ensheathment_in_central_nervous_system",0.686953166709824,8.38563033626989e-101,2.59948981767894e-96
"LDHB","Glucose_import_in_response_to_insulin_stimulus",0.686584512852089,1.18016267519227e-100,3.64462068124731e-96
"ACO2","Neutral_lipid_metabolic_process",0.686477783091662,1.3027646042879e-100,4.00811937507009e-96
"GDE1","Maintenance_of_protein_location_in_mitochondrion",0.686372627787588,1.43594795670163e-100,4.40132838455194e-96
"SHMT1","Neutral_lipid_metabolic_process",0.686296294888625,1.54103852891396e-100,4.7058170294363e-96
"ATP5MK","Oxidative_phosphorylation",0.686059390051894,1.91846887502476e-100,5.83658495953514e-96
"UQCR10","Oxidative_phosphorylation",0.686042199178004,1.94919410053989e-100,5.90809755920403e-96
"TMEM164","Glucose_import_in_response_to_insulin_stimulus",0.685993448109078,2.03901732545222e-100,6.15755017102178e-96
"CEBPA","Neutral_lipid_metabolic_process",0.68579551250491,2.44805468397086e-100,7.36560703089994e-96
"GHR","Neutral_lipid_metabolic_process",0.685620150649628,2.8781474010339e-100,8.62793210778985e-96
"CD151","Glucose_import_in_response_to_insulin_stimulus",0.685553669797978,3.06018836307321e-100,9.1401627848276e-96
"PPARG","Adiponectin_activated_signaling_pathway",0.685424720821636,3.44659589501727e-100,1.02568500547417e-95
"ABCD1","Adiponectin_activated_signaling_pathway",0.685355541898112,3.67353729453983e-100,1.08926037498143e-95
"TALDO1","Glucose_import_in_response_to_insulin_stimulus",0.685306668305891,3.84277660894463e-100,1.13532892713705e-95
"COX7C","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.6852148057547,4.18216212185641e-100,1.22674132354486e-95
"ATP5PF","Mitochondrial_respirasome_assembly",0.685218144618953,4.16931941455629e-100,1.22674132354486e-95
"PGM1","Adiponectin_activated_signaling_pathway",0.685085347017886,4.71168586591527e-100,1.37712902077229e-95
"INSC","Axon_ensheathment_in_central_nervous_system",0.684794323033195,6.15841902746139e-100,1.79357379350228e-95
"GPT2","Glucose_import_in_response_to_insulin_stimulus",0.684570930920298,7.56212773585368e-100,2.19457907864797e-95
"TSPAN3","Neutral_lipid_metabolic_process",0.683984184012739,1.29563531193293e-99,3.74673238751927e-95
"COX5A","Mitochondrial_respirasome_assembly",0.68393973667861,1.34950366890621e-99,3.88876826168533e-95
"ITPK1","Glucose_import_in_response_to_insulin_stimulus",0.683777715174154,1.56543999006326e-99,4.49518839532614e-95
"MRPS15","Oxidative_phosphorylation",0.683710618331764,1.66463672894824e-99,4.76332016723245e-95
"SUCLG1","Neutral_lipid_metabolic_process",0.683485758365915,2.04498078610109e-99,5.83127696230443e-95
"CLDN1","Axon_ensheathment_in_central_nervous_system",0.683412433297944,2.18682759118599e-99,6.21410219147141e-95
"CS","Neutral_lipid_metabolic_process",0.683308107386946,2.40568551607342e-99,6.81235614829743e-95
"PJA1","Neutral_lipid_metabolic_process",0.683204541122104,2.64450479770044e-99,7.4628153365658e-95
"ATP5MG","Oxidative_phosphorylation",0.683157140418953,2.761544328685e-99,7.76632148305859e-95
"FOXD3-AS1","Axon_ensheathment_in_central_nervous_system",0.682946207745514,3.34813156860065e-99,9.38374069671343e-95
"ATP5PF","Oxidative_phosphorylation",0.682857250015088,3.63127915675523e-99,1.01080793010314e-94
"MRAS","Glucose_import_in_response_to_insulin_stimulus",0.682860722726957,3.619791146356e-99,1.01080793010314e-94
"TEX261","Adiponectin_activated_signaling_pathway",0.682719468366546,4.11758497709679e-99,1.14229135170133e-94
"NMT1","Glucose_import_in_response_to_insulin_stimulus",0.682341041936682,5.81303632308761e-99,1.60719162117542e-94
"PCYT2","Adiponectin_activated_signaling_pathway",0.682311880650543,5.96944624868674e-99,1.64487890391107e-94
"CHCHD1","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.681966992663958,8.16973698972446e-99,2.24361402080308e-94
"IGSF11","Axon_ensheathment_in_central_nervous_system",0.681808299272911,9.43731883231649e-99,2.58305571213654e-94
"PARK7","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.68178157217094,9.6692906725314e-99,2.63772609127098e-94
"ACADS","Neutral_lipid_metabolic_process",0.681492956076487,1.25662286621678e-98,3.4166051920653e-94
"HEBP2","Glucose_import_in_response_to_insulin_stimulus",0.680852574634688,2.24521724340501e-98,6.07517325384252e-94
"PDP2","Glucose_import_in_response_to_insulin_stimulus",0.680850573600472,2.24928746144289e-98,6.07517325384252e-94
"GPT2","Adiponectin_activated_signaling_pathway",0.68072703394032,2.51533249615597e-98,6.77139505439264e-94
"PPARG","Neutral_lipid_metabolic_process",0.680719023792353,2.53362607598611e-98,6.79827948239575e-94
"TALDO1","Glucose_6_phosphate_metabolic_process",0.68063862911493,2.72472903866337e-98,7.28715870092785e-94
"NRXN3","Axon_ensheathment_in_central_nervous_system",0.680588876136133,2.85011447458937e-98,7.59766713029522e-94
"ACO1","Maintenance_of_protein_location_in_mitochondrion",0.680220511760161,3.97562620558361e-98,1.05635808869839e-93
"PRXL2A","Neutral_lipid_metabolic_process",0.680182240039362,4.11538879217834e-98,1.0899553942443e-93
"TBC1D16","Neutral_lipid_metabolic_process",0.680058248878856,4.60265866508838e-98,1.2150759048328e-93
"ECHDC3","Neutral_lipid_metabolic_process",0.67999824950377,4.85866187819273e-98,1.27853500145661e-93
"RMDN3","Maintenance_of_protein_location_in_mitochondrion",0.679612211205167,6.88070487517157e-98,1.80482322355933e-93
"PARVA","Glucose_import_in_response_to_insulin_stimulus",0.679550435925467,7.27433874339817e-98,1.90197812353644e-93
"ZDHHC18","Adiponectin_activated_signaling_pathway",0.679532521578457,7.39262692168972e-98,1.92675047826106e-93
"GPD1","Neutral_lipid_metabolic_process",0.679458652229287,7.90095428258124e-98,2.05269927560779e-93
"PSMD9","Mitochondrial_respirasome_assembly",0.679186951245698,1.00886617031812e-97,2.61277980579231e-93
"TNIP1","Glucose_import_in_response_to_insulin_stimulus",0.679122352794977,1.06919118101731e-97,2.76027555740978e-93
"FZD5","Adiponectin_activated_signaling_pathway",0.678887266419523,1.32064982506055e-97,3.39873177816861e-93
"MPST","Adiponectin_activated_signaling_pathway",0.678683972084167,1.58505850203132e-97,4.06640796093619e-93
"SLC25A16","Neutral_lipid_metabolic_process",0.678669696895733,1.60549257430022e-97,4.10595945839765e-93
"LPL","Adiponectin_activated_signaling_pathway",0.678435447268662,1.98084119108347e-97,5.05011142075348e-93
"COX5A","Oxidative_phosphorylation",0.678027326281003,2.85503706790993e-97,7.25624960630062e-93
"C19orf12","Glucose_import_in_response_to_insulin_stimulus",0.677708978798739,3.79553107764634e-97,9.61670653916998e-93
"CYC1","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.677445176564091,4.80426569154233e-97,1.2134959775644e-92
"APCDD1","Glucose_import_in_response_to_insulin_stimulus",0.67741384975708,4.94054205827563e-97,1.24407789569439e-92
"DLD","Neutral_lipid_metabolic_process",0.677367425101007,5.14960469694311e-97,1.29274428401719e-92
"ZBED3","Glucose_import_in_response_to_insulin_stimulus",0.677351950621345,5.22122924016787e-97,1.30671640325434e-92
"GPATCH11","Adiponectin_activated_signaling_pathway",0.677257473510303,5.68054446154106e-97,1.417334810304e-92
"POR","Maintenance_of_protein_location_in_mitochondrion",0.677234278676044,5.79932782778727e-97,1.44257398359396e-92
"MLEC","Adiponectin_activated_signaling_pathway",0.67715751148926,6.210378122435e-97,1.5401408405405e-92
"SPON1","Adiponectin_activated_signaling_pathway",0.67709948388371,6.54022231331447e-97,1.61704032849731e-92
"KIF1A","Axon_ensheathment_in_central_nervous_system",0.67681652915325,8.41605574859529e-97,2.07456407942012e-92
"ECHDC3","Glucose_import_in_response_to_insulin_stimulus",0.676648169710342,9.77716418551664e-97,2.40284086157765e-92
"ABHD5","Adiponectin_activated_signaling_pathway",0.67645042662172,1.1658007724212e-96,2.85649985220358e-92
"TFE3","Glucose_import_in_response_to_insulin_stimulus",0.676392166988041,1.22779390321003e-96,2.99941804177248e-92
"MOCOS","Adiponectin_activated_signaling_pathway",0.676287881337901,1.34706912287968e-96,3.28100534659251e-92
"NDUFS8","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.676188595358251,1.47132452413252e-96,3.57301555599669e-92
"PDE3B","Neutral_lipid_metabolic_process",0.675884038498715,1.92821597642786e-96,4.66869293292595e-92
"CDK16","Maintenance_of_protein_location_in_mitochondrion",0.675870171675016,1.95208989053246e-96,4.71255517651528e-92
"STAT5A","Glucose_import_in_response_to_insulin_stimulus",0.675858028328216,1.97323811643005e-96,4.74959865535093e-92
"FA2H","Galactolipid_metabolic_process",0.675780493952722,2.11375003843313e-96,5.07289161533138e-92
"MRPS33","Mitochondrial_respirasome_assembly",0.675576333506867,2.53322153618677e-96,6.06182506970283e-92
"LIPE","Glucose_import_in_response_to_insulin_stimulus",0.675527886054642,2.64435851315184e-96,6.30931991512969e-92
"BCAP31","Glucose_import_in_response_to_insulin_stimulus",0.67551823322449,2.66707501095754e-96,6.3450218463807e-92
"UQCR11","Mitochondrial_respirasome_assembly",0.675243380768248,3.40214487019237e-96,8.07030673689915e-92
"MCCC1","Adiponectin_activated_signaling_pathway",0.675196572832826,3.54605341305644e-96,8.38736432748747e-92
"TTYH1","Axon_ensheathment_in_central_nervous_system",0.675177380996518,3.60679490253479e-96,8.50644907586074e-92
"OXCT1","Adiponectin_activated_signaling_pathway",0.675104224603323,3.84798332820411e-96,9.04920177038505e-92
"SLC25A1","Neutral_lipid_metabolic_process",0.675062723353134,3.99187755988839e-96,9.36069552193514e-92
"ABCD1","Neutral_lipid_metabolic_process",0.674804653562858,5.01492322945832e-96,1.17260725995205e-91
"CEBPA","Glucose_import_in_response_to_insulin_stimulus",0.674796070036857,5.05310400501168e-96,1.17816862916851e-91
"FZD4","Neutral_lipid_metabolic_process",0.674588841830738,6.06804308417579e-96,1.41078984924304e-91
"APMAP","Neutral_lipid_metabolic_process",0.674562742819935,6.2094814159073e-96,1.43958383140333e-91
"ALDH1L1","Neutral_lipid_metabolic_process",0.674497378303379,6.57827994411548e-96,1.52077660631782e-91
"ACSL1","Glucose_import_in_response_to_insulin_stimulus",0.674444363343657,6.89335282199408e-96,1.58912656784382e-91
"DNAJC5","Maintenance_of_protein_location_in_mitochondrion",0.674346453122808,7.5152553486378e-96,1.72762737650466e-91
"CLPTM1L","Glucose_6_phosphate_metabolic_process",0.674335123293877,7.59073283042501e-96,1.74009045114714e-91
"AKT1","Maintenance_of_protein_location_in_mitochondrion",0.67427029391085,8.03735757043805e-96,1.83732759270643e-91
"RIDA","Glucose_import_in_response_to_insulin_stimulus",0.674180951248052,8.69602991155647e-96,1.98236175462239e-91
"GCDH","Adiponectin_activated_signaling_pathway",0.674139337833807,9.02090175909758e-96,2.05070781496241e-91
"PDHX","Neutral_lipid_metabolic_process",0.674048373125951,9.77373672943379e-96,2.21569393323431e-91
"CHCHD10","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.674033956556092,9.89866146466438e-96,2.23781528069218e-91
"MAVS","Adiponectin_activated_signaling_pathway",0.673845278182588,1.16879039821676e-95,2.63503473297143e-91
"COL9A3","Axon_ensheathment_in_central_nervous_system",0.673620316913725,1.42463324390982e-95,3.20300801025831e-91
"EMC3","Neutral_lipid_metabolic_process",0.673449739299586,1.65514713942403e-95,3.71107795569778e-91
"MRPS33","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.673276430958801,1.92738299210377e-95,4.3096625998234e-91
"PDE8B","Adiponectin_activated_signaling_pathway",0.673221609850598,2.02244814199038e-95,4.50990781079684e-91
"ZBED3","Adiponectin_activated_signaling_pathway",0.673107828107484,2.23491285333467e-95,4.970145565745e-91
"ILRUN","Maintenance_of_protein_location_in_mitochondrion",0.672844581277928,2.81551611340471e-95,6.24436074709602e-91
"CERS6","Adiponectin_activated_signaling_pathway",0.672747286431048,3.06620507252155e-95,6.78196911557533e-91
"RMDN3","Neutral_lipid_metabolic_process",0.672715461377625,3.15293421424492e-95,6.95500319296305e-91
"ACADS","Glucose_import_in_response_to_insulin_stimulus",0.672550567107323,3.64296554298236e-95,8.01435281849398e-91
"ADH1B","Adiponectin_activated_signaling_pathway",0.67252899127008,3.71245657160121e-95,8.14533375391e-91
"PRRT2","Adiponectin_activated_signaling_pathway",-0.672423566702235,4.07145231166405e-95,8.90910513756793e-91
"MRPS33","Oxidative_phosphorylation",0.672380597580213,4.22750088399608e-95,9.22590064585845e-91
"NDUFA2","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.672310659470497,4.49432212789365e-95,9.78211324157162e-91
"KLF15","Adiponectin_activated_signaling_pathway",0.672299561924834,4.53817488931222e-95,9.85136050756648e-91
"JAGN1","Glucose_6_phosphate_metabolic_process",0.672058971935698,5.60092078427547e-95,1.21261787135908e-90
"CLDN19","Axon_ensheathment_in_central_nervous_system",0.671979901281932,6.00167261467237e-95,1.29595351941348e-90
"NDUFA2","Mitochondrial_respirasome_assembly",0.671658899676756,7.94363463779593e-95,1.71077146683317e-90
"CISD3","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.671591000793085,8.42852835562698e-95,1.81043572362176e-90
"BANK1","Adiponectin_activated_signaling_pathway",0.671504914483628,9.08588213872285e-95,1.94652537680454e-90
"TBC1D13","Glucose_import_in_response_to_insulin_stimulus",0.67149751442396,9.14471616006526e-95,1.95401453599598e-90
"TMEM164","Adiponectin_activated_signaling_pathway",0.671487344432879,9.22619170304748e-95,1.96629006026543e-90
"GUCD1","Maintenance_of_protein_location_in_mitochondrion",0.671483872151472,9.25417458547782e-95,1.96713104745449e-90
"FZD4","Adiponectin_activated_signaling_pathway",0.671366461507386,1.02517825285886e-94,2.17354388994889e-90
"APMAP","Adiponectin_activated_signaling_pathway",0.671342943886149,1.04641197675072e-94,2.21283010223048e-90
"UQCRFS1","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.671317340522605,1.07002692518826e-94,2.25693636624454e-90
"MRPL36","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.671288174137076,1.09757519881426e-94,2.30909083584476e-90
"NDUFS8","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.67120651667461,1.17851523290477e-94,2.47301600664792e-90
"NDUFB10","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.671157362741361,1.23007422359745e-94,2.57460669640214e-90
"COQ8A","Glucose_import_in_response_to_insulin_stimulus",0.671090352555618,1.30399855385187e-94,2.72237141963693e-90
"UQCRFS1","Mitochondrial_respirasome_assembly",0.671026791862923,1.37819927255476e-94,2.86995971036016e-90
"HIGD2A","Mitochondrial_respirasome_assembly",0.670988597409664,1.42479382645713e-94,2.95945769969683e-90
"MAPKAP1","Maintenance_of_protein_location_in_mitochondrion",0.670932063192354,1.4966549850642e-94,3.10085126155519e-90
"RNF157","Glucose_import_in_response_to_insulin_stimulus",0.670889736725278,1.55280815633384e-94,3.20906823485071e-90
"LINC00598","Glucose_import_in_response_to_insulin_stimulus",0.670644660225061,1.92169942540945e-94,3.96142362724219e-90
"ALDH2","Glucose_import_in_response_to_insulin_stimulus",0.670605583900083,1.98809315685752e-94,4.08799157774359e-90
"CTIF","Glucose_import_in_response_to_insulin_stimulus",0.670582400350062,2.02855799146979e-94,4.15034090113506e-90
"PARK7","Mitochondrial_respirasome_assembly",0.670582806472754,2.02784213317004e-94,4.15034090113506e-90
"NMB","Neutral_lipid_metabolic_process",0.670220110925017,2.77863425912401e-94,5.67078716101636e-90
"POLR2E","Neutral_lipid_metabolic_process",0.670105048580397,3.07035545936965e-94,6.25056014111338e-90
"ZDHHC3","Adiponectin_activated_signaling_pathway",0.670087720583897,3.11685373138685e-94,6.32947530726227e-90
"NAT8L","Neutral_lipid_metabolic_process",0.67006299006761,3.18443274298943e-94,6.45070304279591e-90
"CISD3","Mitochondrial_respirasome_assembly",0.670037269221657,3.25626564109677e-94,6.57992794080216e-90
"DCXR","Glucose_import_in_response_to_insulin_stimulus",0.670005834662337,3.34624947343834e-94,6.745103472158e-90
"TTC38","Neutral_lipid_metabolic_process",0.66996555674359,3.46517482771806e-94,6.9676620109213e-90
"ORMDL3","Neutral_lipid_metabolic_process",0.669903431479003,3.65690784302641e-94,7.33517005599402e-90
"RASL10B","Glucose_import_in_response_to_insulin_stimulus",0.669691277053719,4.39483800849769e-94,8.79378610388596e-90
"COX6A1","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.66967914202627,4.44126821394329e-94,8.8650150831645e-90
"L1CAM","Axon_ensheathment_in_central_nervous_system",0.669618400325702,4.68111627721875e-94,9.32103075849385e-90
"TESK1","Maintenance_of_protein_location_in_mitochondrion",0.669600087270243,4.75592659207922e-94,9.44700751029679e-90
"CNTFR","Adiponectin_activated_signaling_pathway",0.66958823744525,4.80496708603707e-94,9.52130986994851e-90
"COX7A2","Oxidative_phosphorylation",0.669526443601011,5.06897561488393e-94,1.00201954979414e-89
"MPDU1","Glucose_6_phosphate_metabolic_process",0.669462161438788,5.35894682450098e-94,1.05678754207281e-89
"CBLN4","Axon_ensheathment_in_central_nervous_system",0.669457960533444,5.37846154404076e-94,1.05808625109758e-89
"UQCRH","Mitochondrial_respirasome_assembly",0.669367081781837,5.81838186686162e-94,1.14188534727983e-89
"PDXK","Neutral_lipid_metabolic_process",0.669304540555892,6.1417566544098e-94,1.20246558976735e-89
"ORMDL3","Glucose_import_in_response_to_insulin_stimulus",0.669281808139986,6.26367824614882e-94,1.2234092272742e-89
"RAC3","Neutral_lipid_metabolic_process",0.669267900150569,6.33945632764741e-94,1.23526193287164e-89
"FAH","Glucose_import_in_response_to_insulin_stimulus",0.669098908928158,7.336468220511e-94,1.42613710296255e-89
"NCMAP","Galactolipid_metabolic_process",0.669053097753892,7.63266459031717e-94,1.4801988457548e-89
"UQCRQ","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.668960280496614,8.2697688687425e-94,1.59996078515926e-89
"PARK7","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.66894092899743,8.40912539541063e-94,1.62308515658246e-89
"TALDO1","Adiponectin_activated_signaling_pathway",0.668860095929041,9.01695683304657e-94,1.73528484910624e-89
"ATP5MK","Mitochondrial_electron_transport_nadh_to_ubiquinone",0.668858057916209,9.03283422750681e-94,1.73528484910624e-89
"RCC1L","Glucose_import_in_response_to_insulin_stimulus",0.668850777278016,9.08978259470675e-94,1.74213559819967e-89
"ALDH6A1","Adiponectin_activated_signaling_pathway",0.668845537169949,9.13099121248069e-94,1.74594472335233e-89
"ATP5F1E","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.668722018479076,1.01580739580684e-93,1.93780651771303e-89
"MYH14","Adiponectin_activated_signaling_pathway",0.668680699813526,1.05266980885175e-93,2.00345709265726e-89
"CMTM5","Axon_ensheathment_in_central_nervous_system",0.668482529499563,1.24883657046785e-93,2.37129001074457e-89
"PRIMA1","Axon_ensheathment_in_central_nervous_system",0.668401951817381,1.33864367093627e-93,2.53593183803241e-89
"ADIPOQ","Adiponectin_activated_signaling_pathway",0.668393473089552,1.34845959025588e-93,2.54862755340088e-89
"FITM2","Glucose_6_phosphate_metabolic_process",0.668291755106983,1.47195695113206e-93,2.77563089760331e-89
"TMEM132C","Neutral_lipid_metabolic_process",0.667978447336876,1.92762461152483e-93,3.62651551411774e-89
"GRIK3","Axon_ensheathment_in_central_nervous_system",0.66796218691941,1.95477767393661e-93,3.66916477004685e-89
"COX6B1","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.667619029634067,2.6254966439123e-93,4.91684326587313e-89
"TMEM126A","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.667556917410265,2.76937705513634e-93,5.17445141055962e-89
"LIPE","Adiponectin_activated_signaling_pathway",0.667501574386749,2.90417494671776e-93,5.41395433560877e-89
"AGPAT2","Glucose_import_in_response_to_insulin_stimulus",0.667406833596929,3.1502635282991e-93,5.84607832641324e-89
"PTGER3","Glucose_import_in_response_to_insulin_stimulus",0.667408761494315,3.14505466567101e-93,5.84607832641324e-89
"COX8A","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.667384625779038,3.21088821086462e-93,5.94510117924868e-89
"MRPS36","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.667167965139541,3.86679507116113e-93,7.14338017454746e-89
"BAG5","Adiponectin_activated_signaling_pathway",0.667145939251428,3.94052427351805e-93,7.26318942854141e-89
"RFLNA","Axon_ensheathment_in_central_nervous_system",0.667118509574848,4.03430144380117e-93,7.41932966591373e-89
"VTI1B","Maintenance_of_protein_location_in_mitochondrion",0.667086033807785,4.14820633997873e-93,7.61170285880638e-89
"RTN3","Adiponectin_activated_signaling_pathway",0.667044515257636,4.298501802737e-93,7.86984038384432e-89
"RNPEPL1","Neutral_lipid_metabolic_process",0.666970511141913,4.57995901935129e-93,8.36642480391576e-89
"ATP5PO","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.666940864018984,4.69779524484452e-93,8.56256885738078e-89
"PSMD2","Maintenance_of_protein_location_in_mitochondrion",0.666825807050304,5.1843918729207e-93,9.42847907097894e-89
"UQCRH","Oxidative_phosphorylation",0.666452599480641,7.13522170620288e-93,1.29475400842053e-88
"ATP5PF","Mitochondrial_electron_transport_nadh_to_ubiquinone",0.666346582977091,7.8122080336895e-93,1.41446334980772e-88
"ECPAS","Adiponectin_activated_signaling_pathway",0.666135714168182,9.35461551502865e-93,1.68998976417835e-88
"RAB5IF","Maintenance_of_protein_location_in_mitochondrion",0.666107031671978,9.58660621783851e-93,1.72808607116084e-88
"FBXO27","Glucose_import_in_response_to_insulin_stimulus",0.666027486422512,1.0260386118948e-92,1.84547702043736e-88
"PRKAR2B","Adiponectin_activated_signaling_pathway",0.665867587346694,1.17607119189344e-92,2.11069316271871e-88
"POLDIP2","Glucose_6_phosphate_metabolic_process",0.665655734181986,1.40897957244696e-92,2.52316022964567e-88
"CERT1","Adiponectin_activated_signaling_pathway",0.665579643325839,1.50339546478457e-92,2.68635925536913e-88
"TMBIM1","Glucose_6_phosphate_metabolic_process",0.665533543084924,1.56363476437013e-92,2.78791138900249e-88
"ILRUN","Glucose_import_in_response_to_insulin_stimulus",0.665439684637375,1.69380601748186e-92,3.01343739804749e-88
"CHP1","Neutral_lipid_metabolic_process",0.665352651671523,1.82412770525659e-92,3.23825204283547e-88
"NSDHL","Glucose_6_phosphate_metabolic_process",0.665329400088234,1.86060269262356e-92,3.29585429241558e-88
"ESYT1","Adiponectin_activated_signaling_pathway",0.665231082845138,2.02303156709325e-92,3.56813282641528e-88
"TEX2","D_glucose_import",0.665231913309259,2.02160212509055e-92,3.56813282641528e-88
"GYG2","Glucose_import_in_response_to_insulin_stimulus",0.665071870076294,2.31651996135728e-92,4.07698795113005e-88
"BTBD6","Glucose_import_in_response_to_insulin_stimulus",0.665045256745789,2.36955526209509e-92,4.16137888257841e-88
"PDP2","Neutral_lipid_metabolic_process",0.664948709767896,2.57230322792833e-92,4.5077686219059e-88
"NADK","Adiponectin_activated_signaling_pathway",0.664710569072514,3.14928348196449e-92,5.5070907888436e-88
"KIAA0100","Glucose_import_in_response_to_insulin_stimulus",0.664627167747805,3.3804393835542e-92,5.89870454970478e-88
"ATP5MG","Mitochondrial_electron_transport_nadh_to_ubiquinone",0.664611603872682,3.42541004286233e-92,5.96445879660166e-88
"ENSG00000287677","Axon_ensheathment_in_central_nervous_system",0.664424939134459,4.01347939915178e-92,6.9735908797799e-88
"PCYT2","Glucose_import_in_response_to_insulin_stimulus",0.664390955114329,4.13088299448045e-92,7.1623778648949e-88
"ENTPD2","Axon_ensheathment_in_central_nervous_system",0.664363640461107,4.22771924955575e-92,7.31478107558047e-88
"NDUFA7","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.664287873766839,4.50831734291489e-92,7.78381438373006e-88
"RCL1","Adiponectin_activated_signaling_pathway",0.664191798478849,4.89093200718266e-92,8.42663823866982e-88
"FAM89A","Adiponectin_activated_signaling_pathway",0.664127635520997,5.16428952758226e-92,8.87891633257687e-88
"PNPLA2","Adiponectin_activated_signaling_pathway",0.664117311541568,5.20967202407633e-92,8.93816439254433e-88
"EIF4G1","Maintenance_of_protein_location_in_mitochondrion",0.664107666335481,5.25242935764118e-92,8.99267001836775e-88
"RIDA","Neutral_lipid_metabolic_process",0.664083138435861,5.36274207895974e-92,9.16236799464357e-88
"NR2F2","Adiponectin_activated_signaling_pathway",-0.663997361257704,5.7669694382897e-92,9.83247263818983e-88
"DHTKD1","Adiponectin_activated_signaling_pathway",0.663983803188192,5.83358094697847e-92,9.92536498823412e-88
"NAT8L","Glucose_import_in_response_to_insulin_stimulus",0.663863400814576,6.45975302667945e-92,1.09679436335197e-87
"ATP5MC3","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.66380917694131,6.76318435743017e-92,1.14593617440882e-87
"LDHA","Glucose_catabolic_process_to_lactate",0.663775943164966,6.95612692537787e-92,1.17619267427852e-87
"ATP5PD","Oxidative_phosphorylation",0.663658786160997,7.68104386280809e-92,1.29608904722774e-87
"RXRA","Neutral_lipid_metabolic_process",0.663595294395266,8.10483143907087e-92,1.36478440641675e-87
"ACO1","Glucose_6_phosphate_metabolic_process",0.663570708904987,8.27511321546829e-92,1.39059709261971e-87
"GUCD1","Neutral_lipid_metabolic_process",0.663534147578018,8.53494830946581e-92,1.43132219976873e-87
